0,1,2,3,4,5,6,7,8,9
693,427,1563,2840,469,730,2127,2679,1866,1364
2110,2216,1173,878,730,2281,2685,1866,2745,345
2558,319,3563,1539,530,1400,96,2330,2568,2671
2558,1858,2660,478,2686,3149,2248,448,1290,1348
272,1045,-69,591,2724,330,220,1970,412,3214
1306,354,288,515,1049,151,1865,715,2748,295
2214,613,1954,482,1342,271,891,626,1786,951
70,2138,1086,2685,1425,125,1771,1136,977,1308
1885,1931,476,575,2394,1004,1996,52,1620,2030
1417,2209,2239,2508,1395,1301,1873,156,530,936
3098,1823,1987,2735,2450,2531,2221,1289,1025,465
1519,1926,1475,2951,2214,1419,2375,2879,1859,2297
2688,2471,998,1633,1866,513,2130,2194,2301,654
816,-46,971,2690,1345,1462,378,1307,1712,1326
1308,595,3011,2328,1280,365,1610,394,1637,69
111,294,983,1874,952,1335,-88,1583,2668,2126
2570,2506,2465,2826,1946,2480,1264,681,1525,1339
1209,719,1519,211,610,391,2604,1631,649,2702
2919,33,1690,2045,2956,256,2644,2857,-96,976
759,1630,2479,3,518,1654,2174,1869,355,932
1103,104,1927,1823,2706,518,901,539,2654,2170
842,1724,2409,2586,520,2501,2142,281,2310,1189
2201,2510,3152,2727,2372,300,598,-56,484,1883
101,1103,1936,1908,2231,2670,1750,713,1495,1630
3052,7,2240,2555,327,26,1442,2386,2100,202
186,1047,2766,2356,2218,1259,1202,2219,2220,652
338,2578,2875,1267,1666,1152,2170,415,2108,972
695,2353,159,2025,891,1072,3110,1950,2335,-30
1038,291,116,1523,1249,1664,2448,296,2643,1577
2418,385,2588,2431,1268,2846,2491,1021,1159,681
1702,2888,2800,3361,1306,2633,561,114,2333,1486
1239,1032,2643,519,2329,387,236,3041,418,1002
320,541,2537,41,559,1404,1792,552,419,1871
2602,1879,1121,1405,2298,356,2792,-112,687,435
1729,2362,1460,156,1087,2405,1139,873,1182,2351
3048,758,2521,1069,2810,1384,2380,2922,2636,966
2566,148,837,-873,591,440,602,849,1668,1544
935,139,361,61,1692,2215,723,142,2443,1187
2345,1988,946,941,1248,364,-210,-11,1380,644
1916,405,2136,2875,2208,299,-22,1711,1178,1588
1002,2431,1950,2433,1618,825,2171,985,1221,2064
859,364,580,1164,1094,685,1035,2322,1036,428
2561,2320,2671,2277,31,399,1113,1081,2759,595
2641,45,603,1670,442,649,2283,1236,444,1686
2960,888,921,1516,1506,2448,1809,444,2110,466
710,2826,912,1802,223,1643,893,171,-59,1199
2210,1862,1670,2011,919,1473,2383,2691,1271,2243
281,611,1678,2396,1629,1880,2564,2297,3116,279
1639,217,473,3092,2512,1977,683,3177,882,989
2518,1599,991,1981,2813,2984,1760,2117,1868,1379
2371,2353,1061,1208,2342,1667,883,1144,425,2386
1746,2758,2134,1878,1233,-2,2604,3690,2526,1435
243,352,658,1970,1855,1244,2545,2077,1388,727
1817,2496,2718,780,463,2036,53,572,2145,1938
2855,1872,841,2680,529,1409,1218,1854,1993,478
424,-61,783,2050,2517,747,735,1435,3161,1744
713,74,703,173,1899,493,2131,1115,2620,-177
462,2057,1002,855,1512,2134,839,871,1444,2100
968,2750,2338,749,2482,2098,2313,1149,1588,2015
3163,834,301,3139,1693,2635,965,2123,297,1732
1834,1644,2486,2995,2899,2322,1341,1631,906,330
2783,1248,1501,2528,1522,2818,486,2165,-29,1637
982,1207,2889,2384,2613,2286,1052,662,1121,1500
684,2298,67,2744,1200,1074,2449,2705,2142,2292
-42,2379,2615,348,605,2281,2152,1447,445,2181
532,-70,2825,-48,2761,2125,2893,2420,457,1148
1668,462,1555,2797,2860,518,2653,210,688,432
2042,367,869,1849,2813,3458,370,768,1668,2261
611,1145,465,2417,690,151,2854,1247,573,860
138,3506,2814,796,1004,1328,808,2636,1662,3047
506,591,-267,896,1971,1395,1433,2148,388,1832
1464,698,-313,2944,654,2064,2519,367,2959,59
2546,1276,1882,2312,1808,1870,1633,221,995,2832
2925,2326,1365,358,2256,719,620,1148,454,2627
275,1111,1109,157,2620,2644,535,1833,1768,1650
2630,201,977,2319,1916,956,1856,2176,1030,875
2528,2950,871,92,2681,468,2975,764,2462,958
1764,1317,119,1064,2491,1992,3140,1121,1982,2358
615,1440,1845,1116,2346,2434,2772,2093,2036,2185
3138,557,2048,412,1414,1423,-109,1133,2794,2060
1011,939,274,1464,1035,-13,1271,1066,2399,917
244,1112,1332,530,1441,1780,772,677,2041,333
2699,1335,1887,743,455,318,1212,1146,1111,265
1755,2997,2796,1627,2517,2836,1068,2364,2440,137
2090,1600,2158,2764,1152,2237,1212,1921,1166,439
1568,2416,423,2250,1702,2809,921,2605,1684,509
191,2260,1821,429,1427,1365,2052,789,2348,1633
1918,1216,2133,26,1965,887,2470,1274,1880,874
1237,1539,1775,1440,447,639,2230,2622,1028,1190
3539,1808,608,1928,2969,1447,2350,270,1970,2677
1048,1738,1933,-38,2312,2839,3005,204,811,2191
1403,938,1333,242,2141,1643,841,832,21,818
1093,803,1571,2230,1452,611,717,-35,2843,1064
718,1716,2374,-72,1411,2253,720,1591,452,1811
2052,2081,963,1803,329,2058,1712,2409,1792,2437
1699,2582,1648,460,344,2515,889,449,936,2788
1758,1005,1575,2169,690,777,1454,1790,650,1447
594,1575,1954,2720,449,1708,2073,977,1822,-233
2643,1396,2262,58,472,155,538,1959,62,1558
477,2087,2971,1625,1149,3026,3153,648,2157,-52
2503,2677,635,2127,338,396,348,-295,1508,436
469,1199,445,785,382,2591,-336,2064,2838,2785
1539,2384,1892,689,782,2043,2773,545,2771,374
3076,1209,1487,868,2031,3169,274,537,556,1387
111,557,2552,1873,1158,2202,582,2338,2786,1670
719,1469,503,661,2112,973,1151,1818,717,661
82,217,1058,197,1270,2452,1665,1324,2001,2883
692,2964,309,831,1318,708,484,1322,2566,635
2020,206,1596,1173,820,1981,336,1180,256,1476
2607,963,353,2374,1333,983,1291,855,910,1683
453,3010,930,934,2543,128,2699,2714,1915,2305
569,694,1524,521,933,2440,1037,2753,2571,1997
769,1228,440,1803,1976,2112,594,10,726,167
1414,2016,513,1346,497,1035,379,2089,2403,628
1045,2113,1580,1681,265,906,2547,2223,3014,2224
1200,2493,3600,315,203,2364,609,1584,3023,685
2726,664,184,2655,-80,1042,778,841,1684,664
308,2176,898,2070,28,1221,1823,2271,1043,1807
21,1924,865,1345,1083,1887,49,750,1994,101
161,187,1763,2315,1003,2045,13,618,474,2025
2132,1913,1217,1816,2842,1271,751,960,1595,2254
2789,2518,1140,3196,83,2502,2182,1393,701,1243
2546,246,1285,1515,2389,1943,1380,1142,1783,1926
959,1914,1328,1672,1889,809,2807,1618,880,787
2262,2849,2180,1353,1191,981,872,1434,2135,1047
1910,1499,1776,189,1621,2691,815,2041,1704,2043
1366,2481,769,650,1159,2889,2931,2593,1795,425
162,458,443,2694,3128,759,2912,1949,2346,2520
541,1724,2955,1029,2981,3072,1955,1676,2050,23
441,-177,1660,2466,-125,1520,1995,2520,1510,1981
1287,2189,2253,2590,1729,2319,1333,457,2325,2795
1998,1650,811,1071,984,3003,981,1457,485,1333
2286,2899,735,1443,1772,1166,2856,1107,1927,2311
920,1899,2177,1840,1103,1294,703,2461,1181,2535
2903,743,65,243,584,2334,22,898,1651,1163
1128,2185,2015,2310,561,526,115,497,2184,2633
740,1116,309,2611,1782,515,2702,2524,2201,215
1877,1479,1743,2978,514,38,2756,143,92,834
597,294,2431,2733,1910,2278,850,241,2486,1763
517,1607,663,2106,425,197,2496,906,367,1011
157,855,1904,1905,975,162,2608,526,102,740
2948,2615,2051,1145,2736,1135,1626,1635,571,2809
1986,2676,1582,261,556,871,1225,1639,1970,1958
1378,1461,2752,1853,2569,1006,2851,-39,2116,732
883,333,1473,110,1146,717,564,1643,476,2214
874,2772,2206,1124,2837,1239,2628,1205,2782,991
380,1386,183,2009,580,1256,2065,719,1127,-160
2199,1092,2777,2571,2058,708,1984,1153,2112,2807
863,1974,1813,650,1895,1585,1971,1358,464,2852
1539,2134,481,809,2935,2092,1922,581,923,2814
836,679,2092,424,988,1723,1002,2060,1933,417
2290,1978,538,707,3341,1944,2464,896,1399,1006
334,2655,735,1435,2545,1739,2851,2590,782,212
808,417,1264,2164,1531,639,2125,1555,736,1034
634,387,878,2057,942,2516,2722,2264,939,1048
1543,1471,30,2587,3026,336,1129,1247,743,326
1178,321,2570,2118,2663,2630,2629,1038,1792,903
683,853,516,922,2348,82,1081,1153,1083,1025
1395,3025,2030,3229,1009,1469,1958,2873,2573,624
187,3029,2612,1513,2676,345,1874,1127,2559,1427
738,1254,437,2213,644,303,-185,2244,1690,1133
2118,1247,251,1459,1698,2717,1564,1972,2801,190
1690,697,1590,1452,1813,1895,1769,2795,2789,2586
1800,392,2439,16,1680,1198,1640,1096,518,2666
1752,2399,819,864,266,2525,1364,-144,377,610
134,2360,1416,1627,1000,-38,3222,1963,2654,934
1294,1160,900,2342,2273,395,2045,2138,2665,1313
1684,1723,2451,2819,968,2359,922,1148,1322,2994
1238,238,746,1000,821,2406,1654,1819,2531,2737
1356,1991,1830,2674,2153,154,2576,2025,2043,2155
1948,1574,1683,68,294,1607,802,1225,2273,265
835,2128,1223,2664,325,1773,2203,570,809,905
-47,369,2899,2060,2784,484,2240,2590,578,1791
586,736,505,1993,1134,3067,3003,1586,1282,30
2881,851,2649,1644,-95,605,2394,1286,1592,918
2473,819,734,730,793,344,1553,2552,1614,625
1362,1620,1586,2713,1582,2668,2513,1968,994,3029
270,410,582,1005,2951,1886,602,659,476,2238
2163,1631,1374,2306,791,2276,519,667,2696,1565
155,1515,1094,2401,108,2491,2897,2504,1176,-52
1346,2560,2463,299,239,2235,874,950,1103,891
2488,894,1482,2570,3295,2979,2743,431,1007,314
767,301,1486,2844,1359,1541,767,650,1785,833
451,247,1508,2609,723,397,1276,825,-139,1832
2073,1527,2985,1477,2714,2544,1756,540,2705,1566
2978,-266,110,2818,560,748,961,2277,58,2430
2559,535,862,62,1138,2187,2402,-384,2647,1751
1671,49,2259,1288,2039,529,1920,479,2483,1941
1352,750,1844,1152,935,1013,281,200,1241,2428
1689,507,25,1928,1146,1953,2382,760,217,2009
949,2873,729,2564,2840,859,2470,2261,2820,2682
14,1226,1310,138,1530,468,2047,1339,1021,562
452,-66,1851,2235,603,1648,1549,-92,444,1166
316,1466,1123,691,1348,2919,421,809,2704,1452
2099,1796,630,882,2575,1777,509,2032,2451,2575
1621,1740,1808,2402,331,59,2231,283,1458,2796
1670,469,350,556,444,465,369,584,434,1804
1306,1242,3217,201,2620,2529,2210,2685,2374,1504
2574,1735,2036,581,2710,297,2329,1787,1844,632
2676,2599,1165,2138,2667,4303,2617,1965,-103,2246
897,2432,275,105,586,178,2538,771,2688,1185
2048,158,2582,581,1180,2937,670,2438,706,2758
930,483,1893,1467,1827,309,2421,2209,1785,1814
2381,3572,2071,1613,534,913,634,1774,2819,2150
2195,678,115,405,1935,1030,1216,1520,85,1596
1964,366,2342,609,1780,2296,1160,2212,1703,1940
317,515,1318,1265,2857,1893,218,2917,1892,1982
1307,1714,2941,2975,986,3017,2425,1176,1921,596
950,898,1583,2292,143,1940,1857,1746,1377,337
2612,1935,1633,1486,2737,2660,227,549,2003,702
1276,1277,1108,170,912,1084,33,2360,1751,1488
-222,1001,1485,339,1919,511,234,-47,600,3005
2674,2609,1342,233,797,775,1791,810,2874,1597
1348,94,1869,687,1047,2709,541,359,353,1017
265,685,788,1937,2449,1996,1778,2322,1037,84
2901,2007,1863,899,2262,2010,1982,1112,1531,3942
2114,2394,1339,1611,1210,1847,432,2575,228,2462
1242,1386,2708,731,2195,668,807,331,1387,3006
1003,2097,2357,487,1521,-151,877,889,2665,682
1857,1029,2311,1534,1563,2699,1055,1338,2181,389
2053,1373,138,1715,1664,1213,2914,1375,1154,1499
1687,1011,2699,2908,-218,3029,2576,1052,1771,1348
454,6,2355,685,1553,1918,32,1165,2389,1049
1843,587,-206,657,1544,961,847,1134,175,428
2297,1035,1119,1417,784,425,319,-65,821,1240
2070,907,2754,1463,2117,2303,749,3066,2132,2891
32,1584,2123,1962,200,2369,9,2376,1407,221
297,1703,257,730,794,830,2336,1233,1513,1101
1220,2784,916,1597,2248,1340,844,1793,341,3244
751,1731,1482,1930,2472,54,1912,3034,346,485
1986,1679,290,-224,117,2088,1469,2142,2664,308
2192,1891,2672,110,2245,2103,1188,2448,1682,2326
2026,1601,1456,-47,1463,821,1946,933,2483,435
631,750,421,2377,1692,2871,2671,1204,2573,1540
2909,1033,893,2580,23,2608,523,1496,81,2777
1706,2670,695,1306,3112,2571,1119,2466,2426,1504
2060,2432,65,15,2347,2330,-38,1207,712,1528
641,1035,3345,1057,1848,2728,1516,1273,1256,164
1978,2191,1176,1715,2612,466,400,2430,1238,826
508,620,2425,3006,858,3037,2149,2748,834,2106
1008,962,1125,955,2996,2100,1905,74,696,2891
2841,901,1427,1178,1037,77,2156,1319,2416,1282
490,2721,925,1355,2241,1531,918,2563,2436,1490
626,2300,-39,730,2085,2094,1684,2601,2214,1644
2979,2774,-195,179,2726,1285,1258,2240,2097,453
445,2708,2821,1699,714,2281,664,2551,2227,418
321,160,740,2698,921,273,1542,2482,605,272
1584,441,2100,618,2912,2729,2554,2606,2504,2641
2775,2718,2826,1989,135,2880,1501,3193,1025,1139
2032,2911,1289,367,2600,509,2216,1894,2763,1176
519,2719,1536,2801,2565,344,521,-220,2267,2257
2668,1079,300,2180,1230,334,1786,1588,2731,47
149,1785,305,1101,2649,1296,1898,1367,1783,2194
2698,652,548,2692,272,319,2535,2790,58,803
1126,2174,2174,2147,836,1987,2176,692,1830,1873
516,754,1526,3077,1282,1395,2303,2398,1116,1777
2125,552,2715,2854,1615,1112,1018,2115,610,3027
1655,1171,853,2716,347,2644,1047,2613,616,1199
2977,327,1597,1670,1198,2901,1025,2381,1701,1726
2732,1898,1160,2172,2896,2841,263,2287,2263,946
59,22,1565,1036,3019,2594,2417,1641,1191,1528
1268,1997,580,323,346,2683,717,2010,385,105
1965,-11,1072,1189,2713,1826,847,2278,250,2616
2179,1542,1291,1357,1040,2199,658,2698,1841,236
906,1371,1535,2618,1146,552,2318,2988,1973,1345
2822,917,1072,2454,1470,774,1031,2718,2457,968
99,2716,1400,4412,952,2268,2302,2810,2557,2645
2658,1934,316,1087,1528,2108,1847,908,1100,1218
1217,1575,1963,1938,935,2436,1506,504,902,2224
468,962,1278,2323,1417,1025,2061,993,2314,1825
2030,2066,1486,2394,1039,2773,1786,2413,478,489
2822,2666,2048,1402,3184,844,1288,286,3467,675
1389,699,473,2034,1093,-159,1294,1330,714,1152
1735,1226,-90,276,1409,2229,1094,293,1566,1863
1029,2197,2718,2523,605,818,729,1248,792,1187
1433,2750,2917,353,2649,2902,2028,1085,503,1313
1282,642,1250,127,3353,1262,2499,1734,1005,270
677,1839,3405,1308,524,2174,2850,1090,1307,2154
1925,412,2003,433,1508,2331,-277,1461,2804,2198
2960,198,2447,2035,766,80,2352,1117,1385,1646
2643,2237,3186,2333,2624,2246,2049,2696,229,442
2263,2571,902,2168,879,7,1582,2057,1541,1899
473,2890,1247,1066,1213,2046,1102,-325,1502,1154
1544,2355,1116,2884,1176,11,1538,3178,2655,-72
203,1204,351,546,-462,1998,2153,867,1356,2315
611,326,2579,3388,1566,1401,3167,2762,1144,194
1366,319,2467,122,886,2732,827,1798,882,672
3134,871,2964,2522,1976,126,2935,2557,1431,2047
2612,2071,2137,290,1682,1426,111,1260,915,1106
1757,1479,649,2004,1529,2505,1939,2542,-66,1448
29,642,3207,1174,1189,2262,347,-577,181,802
-775,657,1339,3080,1189,1441,1583,2140,3087,283
448,722,1725,1371,1448,1932,1248,616,756,1413
501,1408,471,519,2980,1930,851,1279,2424,1937
413,2382,1191,933,2789,55,1481,1362,2258,406
1957,2705,-120,133,2944,1602,1811,1182,532,1340
1140,-360,2746,2317,1052,559,515,2572,256,1023
2436,797,1230,2784,939,679,1636,3428,832,1807
1600,3120,2583,1540,1934,742,2572,2344,908,2541
2140,81,1731,487,594,2054,628,1696,236,2854
194,873,2274,-5,2860,2062,1898,2765,39,515
2618,2223,1260,650,288,-425,2266,598,293,1679
1564,2732,1281,956,688,1524,1629,860,1767,1608
778,2787,2374,121,603,2487,1735,1853,0,2554
640,2070,164,2007,1143,122,1769,2705,2774,1776
11,2710,1643,2338,2345,117,1152,1175,2119,502
2905,2414,1740,1662,2233,1303,1226,716,1921,1684
1874,-257,1322,2085,300,2741,1979,615,992,1683
484,539,1880,544,2029,795,2975,698,1574,2919
2814,1842,2562,1776,2585,2165,112,2820,2564,1828
2193,2486,2712,774,537,-293,1131,1185,324,296
2205,2374,586,219,2939,1101,546,1703,1739,2647
257,1693,1954,1582,919,2397,2635,1774,1708,556
-252,2835,1639,2772,608,421,537,1726,1313,1244
1398,700,927,2400,863,1391,1197,1425,2554,842
2264,1841,1045,60,1894,2257,2964,1951,1139,2512
2702,1478,1101,2992,693,742,1226,1293,2927,1798
1888,2416,2106,471,2441,2603,1471,1964,-19,937
1213,2153,2443,1778,3273,1586,2436,1287,2766,2661
1597,1098,2163,2151,1687,1451,1753,1318,47,2628
1714,2005,1834,447,736,533,-64,676,127,2931
538,624,2860,1197,395,2517,2375,2572,1714,2078
2211,2695,1290,2976,280,352,2028,55,1330,2629
523,1664,2151,2160,401,2765,502,755,871,1363
788,2095,2168,2131,2374,846,284,188,300,2319
3111,906,1001,2105,255,2151,839,1557,2732,361
835,2852,1643,932,1181,1727,1565,2595,2026,2362
2376,2023,972,182,937,1731,2428,1985,623,3307
112,2530,2595,1380,2725,1150,2300,902,221,1288
1153,611,1460,2473,93,2085,676,2409,2768,1362
2767,1463,1909,2313,1180,2812,2264,1445,47,-8
2327,2100,1863,2884,573,872,73,2977,2585,2270
2225,651,2407,938,981,223,1068,1695,2251,762
2171,257,307,373,2459,2051,1497,1573,1796,1296
1936,1476,1984,458,820,1193,1694,1977,2510,257
2015,2677,1970,1060,556,1015,2901,428,943,3039
1852,341,229,2431,2543,2386,1379,2604,365,1619
1315,862,2346,2990,2652,1310,1499,1099,303,891
1136,563,292,2236,1402,2645,2174,1804,2863,1030
1737,1004,2703,1677,84,148,1800,677,2164,1151
1011,1444,1920,919,2185,687,1577,334,1910,785
1001,2337,866,2202,2155,573,149,1144,-108,3258
2074,2482,1392,215,2912,2134,1926,1819,1894,143
2629,1360,2137,30,2800,2996,2207,1942,2467,538
2878,2167,2839,1984,885,2973,1141,939,1426,142
2678,1754,2225,567,305,635,875,1117,834,821
1135,1398,793,1195,1756,375,410,2861,1778,551
3061,6,2003,149,1549,1701,981,2210,1758,1174
1040,174,280,2020,2099,1691,2555,1221,2937,418
1409,3251,1995,2566,660,-4,2244,867,1216,991
862,1551,-89,418,984,2179,1544,745,1613,2240
1741,2614,2408,3196,193,-114,2436,2494,511,1784
1013,1782,1331,584,2730,994,483,1200,1289,858
894,2701,3354,2686,873,2668,355,1711,1293,497
1677,2530,2029,2633,1849,6,2106,636,2702,2214
878,679,2993,2641,2137,1366,2480,781,2140,-180
1237,977,2564,2489,-1414,1397,1530,1241,1927,2773
405,2484,930,832,2458,297,106,1634,912,2528
414,1481,1400,1696,2908,1859,1176,913,-53,-92
2011,29,2793,2956,1078,1075,572,1827,1918,1898
2524,2463,1258,2133,1753,1296,2470,280,2442,2203
2907,1725,172,491,1574,2344,2703,1899,2996,1340
2811,1807,-22,2778,382,1367,3143,2268,2365,6
2750,1806,892,1698,3,-97,2268,2410,2509,614
2272,1475,2665,2344,1862,590,993,2202,2355,1476
857,393,1898,399,587,2092,283,950,2553,1722
1029,428,944,1391,2182,2189,2219,2342,512,522
895,1660,2230,1558,1073,145,293,1087,738,403
1454,2456,930,1222,2214,868,526,2095,319,-315
846,226,1415,1576,361,696,2965,3045,637,2000
1156,1213,1694,548,957,681,2256,1630,2788,387
1096,2630,1628,775,2516,783,516,1128,1954,2024
1733,1338,1430,2404,1093,407,832,2690,782,250
3165,1478,703,1942,1909,2175,658,1852,2615,1150
696,2364,238,2359,2719,3155,1508,154,1791,1011
1313,1410,760,2876,831,2364,1303,1604,788,2425
1828,851,2171,775,1106,473,1123,1172,2165,616
2870,533,2175,2621,912,2314,989,1852,2306,1308
2029,781,376,1240,247,2563,725,375,1249,1460
1257,2546,1501,2981,1182,2906,2248,-46,2793,627
336,1394,1772,1663,1925,1195,2557,2409,1928,807
2766,264,919,214,53,1226,2590,2927,948,1551
1683,3171,1725,112,-246,2444,1775,2651,1294,2024
1515,2342,1407,2681,2651,2063,2177,847,1257,604
1718,2434,2891,86,1256,3003,1503,1472,1929,2043
1773,2396,2915,2690,1094,3348,1180,1246,1441,1270
1782,31,487,2443,2943,-194,3027,650,1688,-279
2541,687,2526,-74,2618,1736,3074,1232,1148,1521
1887,2066,1006,2247,2103,2585,666,1896,1964,2561
2538,2857,1665,1089,1145,2697,705,743,1601,141
2512,877,2010,1182,1242,2454,2423,396,2790,146
1792,1664,2180,2778,549,2226,2664,1869,582,798
971,2807,2540,2823,2147,2673,905,1327,-46,-195
877,1679,-325,226,1579,2593,557,2691,438,366
1579,2475,33,211,1743,1368,1112,826,863,1920
654,2707,922,1085,510,2126,3143,1596,1742,1539
1065,-47,438,2172,458,1551,1833,175,1463,1569
945,1584,2101,1893,1388,281,2492,590,-216,1572
859,578,290,19,368,850,607,576,2409,1454
2642,1411,511,1693,417,2540,-31,1667,502,546
1998,304,1933,1724,1898,2691,1627,886,1365,291
3261,2221,456,550,1346,2912,1478,1071,866,855
547,473,589,2424,2632,2895,947,1135,654,1378
1705,1490,130,1179,733,2180,2025,533,1307,253
2961,204,1972,2054,2704,-10,2898,2584,1432,594
3106,889,-290,2845,1022,2332,932,2755,90,1240
788,1138,1425,979,2093,764,864,987,1927,1300
637,1833,328,996,2176,243,660,1816,2547,921
2869,2300,791,1814,2233,2151,2578,2016,2417,2876
1623,770,1693,1024,814,1967,1130,1154,606,2981
-308,-47,635,2345,1830,706,2257,2616,840,364
2739,-110,1951,2600,2172,3450,1340,505,1679,1033
1954,1525,1695,677,2983,1277,1598,1120,731,2000
1570,1713,527,564,1076,591,1276,83,1693,1536
1031,2387,1331,2052,820,2789,335,1636,1975,490
782,640,3573,1517,1491,818,1054,1033,1323,1347
2336,116,588,1144,2795,3115,957,1252,543,1366
1558,349,1957,1855,1603,2941,2413,1270,598,2247
511,797,36,1040,1394,2408,126,864,1776,2345
2941,1395,833,1126,1091,2014,606,1679,2025,1448
2554,1892,1863,2427,2734,811,1888,1612,1139,1434
1428,1389,328,325,366,409,2826,2957,2751,432
964,1615,2684,2406,2705,1838,2314,2625,789,318
681,890,2907,2406,332,1657,1522,617,3226,2609
1821,1147,2686,2599,232,2492,238,903,392,2683
1481,-37,1383,2028,2358,917,2552,1952,367,2774
1036,2804,2480,1393,2510,642,2488,2133,1900,2479
3370,1219,435,154,1106,1712,83,2934,1131,2349
1336,809,1718,2793,179,1475,1459,2764,1884,2115
1747,584,1387,483,1116,1108,3007,1452,660,1423
981,2522,671,1054,1458,2467,2685,1360,761,1117
482,3199,1148,2580,2227,2862,2203,2679,687,901
1159,653,2867,1067,988,1757,487,3239,3006,826
2486,589,139,1423,1544,1671,2957,2828,2816,2811
405,2385,1533,2424,1513,1500,1490,1116,1959,1664
2216,1759,291,2526,2249,108,356,1921,1792,488
2437,1121,2124,2110,-711,2637,616,232,2123,238
2604,3330,101,2103,2855,776,1139,721,2781,2642
1860,976,1847,1882,1719,786,1596,2695,1768,2342
-256,72,251,89,2118,-83,664,1152,1796,2950
856,652,2696,1755,2884,2118,2835,2316,1260,1711
382,1681,693,2656,-54,1510,2918,179,1359,272
1013,2387,648,998,160,1975,760,319,394,-95
2413,2064,1533,1617,2894,739,632,1055,776,2692
2400,1954,441,2322,406,2494,269,1769,2744,480
1292,2864,1581,2912,1575,2112,591,1829,554,-128
2330,1897,1506,1292,2521,3032,1345,1139,510,1221
2515,1626,673,908,1833,2909,2453,1834,2542,318
2614,2483,893,2864,1881,12,550,218,2504,339
551,545,2175,285,1801,141,1496,2447,1815,1468
332,1926,1247,1790,755,1759,2256,411,781,792
1407,947,2374,1955,2110,1758,424,1862,1686,1760
1217,993,1026,2281,2725,2498,152,154,565,619
409,2262,1068,756,2206,1233,1174,2726,2935,2167
1979,2726,1836,632,2047,1858,716,940,2033,2233
2059,1637,1490,168,1090,2518,1535,1871,831,1226
1459,760,1863,2929,2125,370,891,414,2052,943
348,2526,198,493,2532,1130,1270,3170,2148,2134
1031,814,1277,660,-301,391,1379,871,2580,3131
1898,1301,799,2567,594,3075,109,-140,2227,1413
1634,1274,2628,2841,1097,2616,2464,1594,1070,141
359,2854,2229,1619,569,574,2959,2561,1749,1651
2933,1808,1756,2784,479,2356,2801,556,231,2908
1969,2541,2122,1657,2516,402,2003,323,607,637
1163,836,1266,1929,1359,530,2493,994,1473,1239
1531,2140,1313,2748,3277,872,2680,2297,100,1524
2723,1149,2429,2259,2291,1065,1738,636,2803,2343
497,-125,1558,498,2410,1959,2718,343,994,1569
1314,564,1139,1607,1261,1332,2854,1299,1402,1310
204,1884,1330,2294,637,1570,1349,702,2135,1259
2592,1806,3237,878,797,663,624,2744,991,406
2968,1046,96,2394,1415,2700,978,2193,197,459
1136,2910,1631,1835,-174,933,1674,2441,1716,1887
1490,2277,502,2284,611,2578,-6,2455,1281,300
2211,506,2472,616,1099,-58,2332,2677,2757,764
494,2175,843,2760,1487,1390,417,272,115,2185
1425,1904,1817,1165,2073,3497,1617,1039,-56,2678
32,719,806,97,1363,1874,869,383,856,2305
694,569,3115,1263,1143,409,2174,2886,2392,3162
1618,1105,1347,3143,2936,66,823,3107,2927,2142
722,2464,842,1458,189,248,2507,2205,1863,2332
2758,319,787,214,2138,987,1738,2562,127,2808
2331,3008,1097,2074,786,2024,797,1749,2555,1455
437,1355,2745,1059,2706,2599,627,1580,2090,2685
2002,2964,2519,2250,2055,1049,1422,1719,2357,2893
888,790,1048,2927,1647,2403,1658,533,669,206
370,878,940,1530,2008,638,1336,4101,1072,876
894,63,2618,2965,1264,2867,1335,2467,1063,1580
910,3305,2010,2319,1438,257,154,2847,1273,731
2015,1365,2398,1675,332,472,636,2862,1081,2298
847,458,363,1276,974,-5,341,404,2895,-111
1543,111,1205,-22,926,1352,-79,2298,876,1980
2666,753,1759,333,2827,1839,851,1821,392,1640
1532,1091,-264,807,2405,2167,952,421,2753,1192
-467,1876,1259,-468,2331,2695,2918,2349,678,1688
2570,2292,2088,438,746,2522,821,1358,1419,2219
254,1261,3125,1157,470,1035,464,885,1785,2194
250,2429,537,1586,1579,2972,1335,20,2605,2623
1983,1944,1067,1352,2026,859,2527,2563,2214,2135
1898,918,1071,979,1007,2630,2291,2131,1388,2258
2372,1011,2852,1280,1920,1507,807,1924,1532,2663
983,2974,1771,2457,1287,735,2784,2717,1417,1727
1740,858,392,787,1558,2221,1396,2306,1298,338
2719,2547,2936,2237,2521,2345,310,1314,2352,682
1611,2145,475,2383,1663,2152,2739,1616,710,688
2501,2649,815,609,2289,2187,379,2039,2363,1431
2882,1193,3063,447,2672,2429,2127,2559,3025,2023
963,1377,2011,1927,1507,1427,397,375,1873,3122
782,1226,386,2764,736,704,2700,325,153,745
394,112,2296,2934,1781,1657,1485,1928,1604,2855
1703,1962,2344,507,2173,800,2537,554,1649,300
299,397,2158,1579,747,1217,866,1166,1951,1447
2360,2712,1286,1960,1815,1331,1240,61,2409,3052
2802,3185,2519,1096,2122,641,1952,2858,2329,379
2865,2509,2423,2811,1774,449,973,1152,560,2397
1862,583,843,1466,2230,2299,545,1569,2237,1787
2225,3068,512,1333,1979,1393,2561,2689,2061,888
1109,3248,2734,235,1437,1812,920,2473,2648,2774
374,570,2008,628,386,1016,300,1017,2048,1375
2274,2772,1819,2680,1038,842,552,738,1776,2101
