AREA,SUB AREA,AGE GROUP,SEASON,WEEK,THRESHOLD,BASELINE,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
National,,All,2020-21,21,6.2,5.9,7,9.2,5,4017,2770,5251,57217,> 100%
National,,All,2020-21,22,6.1,5.8,6.8,8.6,8,3883,2347,4911,57353,> 100%
National,,All,2020-21,23,6,5.7,6.6,8.2,6,3748,2034,4674,57001,> 100%
National,,All,2020-21,24,5.9,5.6,6.5,7.9,11,3691,1776,4504,57107,> 100%
National,,All,2020-21,25,5.8,5.5,6.1,7.5,8,3474,1632,4258,56766,> 100%
National,,All,2020-21,26,5.7,5.4,5.9,7.1,7,3384,1542,4103,57403,> 100%
National,,All,2020-21,27,5.7,5.4,6.2,7.5,3,3554,1645,4305,57051,> 100%
National,,All,2020-21,28,5.6,5.3,6.7,8.3,8,3833,1990,4747,57061,> 100%
National,,All,2020-21,29,5.5,5.2,7.3,9.3,9,4229,2760,5448,58323,> 100%
National,,All,2020-21,30,5.5,5.2,8.5,11.4,10,5094,4105,6874,60183,> 100%
National,,All,2020-21,31,5.5,5.2,10.3,14.6,11,6533,6481,9278,63602,> 100%
National,,All,2020-21,32,5.4,5.1,12.7,18.4,11,8491,9405,12285,66880,> 100%
National,,All,2020-21,33,5.4,5.1,14.6,21.6,11,10164,12179,15108,69811,> 100%
National,,All,2020-21,34,5.4,5.1,16,23.8,16,11499,14170,17128,71975,> 100%
National,,All,2020-21,35,5.5,5.2,16.8,25,32,12317,15490,18346,73352,> 100%
National,,All,2020-21,36,5.5,5.2,16.8,25,15,12324,15414,18361,73564,> 100%
National,,All,2020-21,37,5.5,5.2,16.7,25,17,12172,15208,18260,73144,> 100%
National,,All,2020-21,38,5.6,5.3,16,24.1,18,11512,14347,17345,72034,> 100%
National,,All,2020-21,39,5.7,5.3,15,22.2,19,10685,12828,15815,71197,> 100%
National,,All,2019-20,40,5.7,5.3,5.2,5.2,17,2716,0,2733,52564,> 100%
National,,All,2019-20,41,5.7,5.4,5.3,5.3,16,2784,0,2800,53092,> 100%
National,,All,2019-20,42,5.8,5.5,5.5,5.5,18,2993,0,3011,54341,> 100%
National,,All,2019-20,43,5.9,5.6,5.6,5.6,30,2997,0,3027,54049,> 100%
National,,All,2019-20,44,6,5.7,5.5,5.5,31,2929,0,2960,54087,> 100%
National,,All,2019-20,45,6.1,5.8,5.6,5.6,31,3084,0,3115,55699,> 100%
National,,All,2019-20,46,6.2,5.9,5.6,5.6,39,3109,0,3148,55889,> 100%
National,,All,2019-20,47,6.3,6,5.5,5.5,50,3015,0,3065,56200,> 100%
National,,All,2019-20,48,6.4,6.1,5.5,5.5,66,3000,0,3066,55468,> 100%
National,,All,2019-20,49,6.5,6.2,6,6,101,3332,0,3433,57303,> 100%
National,,All,2019-20,50,6.6,6.3,6.2,6.2,111,3486,0,3597,57660,> 100%
National,,All,2019-20,51,6.7,6.4,6.1,6.1,129,3395,0,3524,57425,> 100%
National,,All,2019-20,52,6.8,6.5,6.4,6.4,203,3540,0,3743,58462,> 100%
National,,All,2019-20,1,6.9,6.6,7.6,7.6,432,4102,0,4534,60034,> 100%
National,,All,2019-20,2,7,6.6,7.6,7.6,472,4137,1,4609,60588,> 100%
National,,All,2019-20,3,7,6.7,7.6,7.6,465,4057,2,4522,59217,> 100%
National,,All,2019-20,4,7.1,6.8,7.5,7.5,498,3905,3,4406,59020,> 100%
National,,All,2019-20,5,7.1,6.8,7.3,7.3,480,3810,0,4290,58701,> 100%
National,,All,2019-20,6,7.1,6.8,7.3,7.3,519,3816,4,4338,59355,> 100%
National,,All,2019-20,7,7.1,6.8,7.5,7.5,560,3839,6,4403,58699,> 100%
National,,All,2019-20,8,7.1,6.8,7.3,7.3,566,3711,6,4280,58771,> 100%
National,,All,2019-20,9,7.1,6.8,7.6,7.6,655,3837,9,4496,59203,> 100%
National,,All,2019-20,10,7.1,6.8,7.7,7.8,634,3976,38,4628,59570,> 100%
National,,All,2019-20,11,7.1,6.8,7.8,7.9,625,3971,60,4625,58553,> 100%
National,,All,2019-20,12,7,6.7,8.6,9.2,558,4543,586,5422,59096,> 100%
National,,All,2019-20,13,7,6.7,10.5,13.2,445,6169,3211,8319,62873,> 100%
National,,All,2019-20,14,6.9,6.6,14.4,21.5,476,9911,10113,15486,72145,> 100%
National,,All,2019-20,15,6.8,6.5,15.8,26.8,473,11988,16306,21178,78946,> 100%
National,,All,2019-20,16,6.8,6.5,15.2,27.8,263,11405,17201,21344,76697,> 100%
National,,All,2019-20,17,6.7,6.4,14.2,26.2,143,10369,15525,19325,73774,> 100%
National,,All,2019-20,18,6.6,6.3,13,24.1,66,8929,13199,16657,69181,> 100%
National,,All,2019-20,19,6.5,6.2,11.8,21.5,48,7825,11223,14370,66709,> 100%
National,,All,2019-20,20,6.4,6.1,10.6,19,22,6779,9229,12227,64399,> 100%
National,,All,2019-20,21,6.3,6,9.6,16.5,24,5894,7228,10161,61520,> 100%
National,,All,2019-20,22,6.2,5.9,8.9,15,12,5266,6160,8956,59595,> 100%
National,,All,2019-20,23,6.1,5.8,8.3,13.3,11,4895,5046,7799,58804,> 100%
National,,All,2019-20,24,6,5.7,7.9,11.9,11,4539,4227,6910,57920,> 100%
National,,All,2019-20,25,5.9,5.6,7.5,11.4,8,4363,3844,6611,57904,> 100%
National,,All,2019-20,26,5.8,5.5,7.3,11.2,12,4271,3835,6551,58392,> 100%
National,,All,2019-20,27,5.7,5.4,7.6,11.9,4,4559,4540,7097,59702,> 100%
National,,All,2019-20,28,5.6,5.3,9,13.9,10,5535,5770,8600,61800,> 100%
National,,All,2019-20,29,5.5,5.2,9.8,15.7,13,6182,7166,9915,62998,> 100%
National,,All,2019-20,30,5.5,5.2,10.6,17.2,11,6765,8229,11035,64122,> 100%
National,,All,2019-20,31,5.5,5.1,10.7,17.2,13,6840,8285,11058,64121,> 100%
National,,All,2019-20,32,5.4,5.1,10.7,16.8,10,6805,7848,10689,63576,> 100%
National,,All,2019-20,33,5.4,5.1,10.3,15.9,5,6508,7248,10084,63511,> 100%
National,,All,2019-20,34,5.4,5.1,9.6,14.6,12,5968,6375,9136,62440,> 100%
National,,All,2019-20,35,5.4,5.1,9.1,13.8,12,5541,5739,8404,60980,> 100%
National,,All,2019-20,36,5.4,5.1,8.7,12.8,9,5204,5010,7719,60126,> 100%
National,,All,2019-20,37,5.5,5.2,8.3,12.2,7,4942,4618,7272,59548,> 100%
National,,All,2019-20,38,5.5,5.2,8,11.7,5,4772,4273,7002,59638,> 100%
National,,All,2019-20,39,5.6,5.3,8.2,11.8,4,4933,4296,7117,60506,> 100%
National,,All,2018-19,40,5.8,5.5,5.7,5.7,10,2969,0,2979,52357,> 100%
National,,All,2018-19,41,5.9,5.6,5.5,5.5,12,2865,0,2877,51849,> 100%
National,,All,2018-19,42,6,5.6,5.7,5.7,18,2989,0,3007,52979,> 100%
National,,All,2018-19,43,6.1,5.7,5.7,5.7,24,3065,0,3089,53763,> 100%
National,,All,2018-19,44,6.2,5.8,5.6,5.6,25,3003,0,3028,53638,> 100%
National,,All,2018-19,45,6.3,5.9,5.7,5.7,30,3022,0,3052,53561,> 100%
National,,All,2018-19,46,6.4,6,5.8,5.8,26,3143,0,3169,54698,> 100%
National,,All,2018-19,47,6.5,6.2,5.9,5.9,31,3178,0,3209,54847,> 100%
National,,All,2018-19,48,6.6,6.3,6,6,38,3287,0,3325,55060,> 100%
National,,All,2018-19,49,6.7,6.4,6.2,6.2,56,3399,0,3455,55967,> 100%
National,,All,2018-19,50,6.8,6.5,6.4,6.4,51,3552,0,3603,56387,> 100%
National,,All,2018-19,51,6.9,6.6,6.3,6.3,88,3490,0,3578,56528,> 100%
National,,All,2018-19,52,7,6.7,6.7,6.7,141,3636,0,3777,56026,> 100%
National,,All,2018-19,1,7,6.7,7.1,7.1,211,3919,0,4130,58299,> 100%
National,,All,2018-19,2,7.1,6.8,7.4,7.4,259,4055,0,4314,58362,> 100%
National,,All,2018-19,3,7.2,6.9,7.5,7.5,246,4099,0,4345,58220,> 100%
National,,All,2018-19,4,7.2,6.9,7.2,7.2,276,3899,0,4175,57908,> 100%
National,,All,2018-19,5,7.3,7,7.3,7.3,327,3893,0,4220,58151,> 100%
National,,All,2018-19,6,7.3,7,7.3,7.3,367,3891,0,4258,58524,> 100%
National,,All,2018-19,7,7.3,7,7.5,7.5,483,3896,0,4379,58000,> 100%
National,,All,2018-19,8,7.3,7,7.7,7.7,474,3988,0,4462,58005,> 100%
National,,All,2018-19,9,7.3,7,7.4,7.4,516,3759,0,4275,57972,> 100%
National,,All,2018-19,10,7.3,7,7.3,7.3,543,3753,0,4296,58546,> 100%
National,,All,2018-19,11,7.2,6.9,7.8,7.8,511,3979,0,4490,57917,> 100%
National,,All,2018-19,12,7.2,6.9,7.5,7.5,480,3798,0,4278,57096,> 100%
National,,All,2018-19,13,7.1,6.8,7.4,7.4,459,3714,0,4173,56675,> 100%
National,,All,2018-19,14,7,6.7,7,7,339,3635,0,3974,56598,> 100%
National,,All,2018-19,15,7,6.6,6.8,6.8,303,3451,0,3754,55492,> 100%
National,,All,2018-19,16,6.9,6.6,6.6,6.6,202,3414,0,3616,54470,> 100%
National,,All,2018-19,17,6.8,6.5,6.4,6.4,156,3274,0,3430,53656,> 100%
National,,All,2018-19,18,6.7,6.4,6.2,6.2,97,3224,0,3321,53987,> 100%
National,,All,2018-19,19,6.6,6.2,6.2,6.2,68,3230,0,3298,53478,> 100%
National,,All,2018-19,20,6.4,6.1,6,6,50,3159,0,3209,53578,> 100%
National,,All,2018-19,21,6.3,6,5.9,5.9,30,3150,0,3180,53695,> 100%
National,,All,2018-19,22,6.2,5.9,6,6,29,3119,0,3148,52727,> 100%
National,,All,2018-19,23,6.1,5.8,5.8,5.8,21,3048,0,3069,53141,> 100%
National,,All,2018-19,24,6,5.7,5.6,5.6,16,2936,0,2952,52647,> 100%
National,,All,2018-19,25,5.9,5.6,5.7,5.7,13,2955,0,2968,52292,> 100%
National,,All,2018-19,26,5.8,5.5,5.6,5.6,15,2900,0,2915,52209,> 100%
National,,All,2018-19,27,5.7,5.4,5.5,5.5,13,2864,0,2877,52344,> 100%
National,,All,2018-19,28,5.7,5.3,5.4,5.4,11,2771,0,2782,51931,> 100%
National,,All,2018-19,29,5.6,5.3,5.2,5.2,5,2681,0,2686,51649,> 100%
National,,All,2018-19,30,5.5,5.2,5.4,5.4,8,2763,0,2771,51662,> 100%
National,,All,2018-19,31,5.5,5.2,5.3,5.3,6,2737,0,2743,51410,> 100%
National,,All,2018-19,32,5.5,5.1,5.1,5.1,7,2647,0,2654,51747,> 100%
National,,All,2018-19,33,5.4,5.1,5.1,5.1,8,2606,0,2614,51023,> 100%
National,,All,2018-19,34,5.4,5.1,5.1,5.1,6,2602,0,2608,51022,> 100%
National,,All,2018-19,35,5.4,5.1,5.1,5.1,13,2618,0,2631,51162,> 100%
National,,All,2018-19,36,5.5,5.2,5,5,12,2585,0,2597,51836,> 100%
National,,All,2018-19,37,5.5,5.2,4.9,4.9,16,2515,0,2531,51633,> 100%
National,,All,2018-19,38,5.5,5.2,5.3,5.3,14,2711,0,2725,51758,> 100%
National,,All,2018-19,39,5.6,5.3,5.3,5.3,16,2782,0,2798,52758,> 100%
National,,All,2017-18,40,6,5.7,5.8,5.8,16,3022,0,3038,52110,> 100%
National,,All,2017-18,41,6.1,5.8,5.9,5.9,18,3001,0,3019,51578,> 100%
National,,All,2017-18,42,6.2,5.9,6.1,6.1,28,3156,0,3184,52228,> 100%
National,,All,2017-18,43,6.3,6,6.3,6.3,23,3279,0,3302,52548,> 100%
National,,All,2017-18,44,6.4,6.1,6.1,6.1,36,3215,0,3251,53679,> 100%
National,,All,2017-18,45,6.5,6.2,6.1,6.1,45,3180,0,3225,53258,> 100%
National,,All,2017-18,46,6.6,6.3,6.3,6.3,50,3315,0,3365,53771,> 100%
National,,All,2017-18,47,6.7,6.4,6,6,48,3202,0,3250,54120,> 100%
National,,All,2017-18,48,6.8,6.5,6.5,6.5,83,3493,0,3576,54760,> 100%
National,,All,2017-18,49,6.9,6.6,6.6,6.6,118,3528,0,3646,55595,> 100%
National,,All,2017-18,50,7,6.7,6.8,6.8,165,3759,0,3924,57370,> 100%
National,,All,2017-18,51,7.1,6.8,7.3,7.3,359,3987,0,4346,59505,> 100%
National,,All,2017-18,52,7.2,6.9,8.3,8.3,671,4418,0,5089,61090,> 100%
National,,All,2017-18,1,7.3,7,9.6,9.6,1165,5156,0,6321,66134,> 100%
National,,All,2017-18,2,7.4,7,10.5,10.5,1536,5583,0,7119,67495,> 100%
National,,All,2017-18,3,7.4,7.1,10.9,10.9,1626,5412,0,7038,64646,> 100%
National,,All,2017-18,4,7.5,7.2,10.6,10.6,1448,5187,0,6635,62780,> 100%
National,,All,2017-18,5,7.5,7.2,10.2,10.2,1360,4877,0,6237,60974,> 100%
National,,All,2017-18,6,7.5,7.2,9.7,9.7,1243,4689,0,5932,61110,> 100%
National,,All,2017-18,7,7.5,7.2,9.7,9.7,1179,4599,0,5778,59779,> 100%
National,,All,2017-18,8,7.5,7.2,9.2,9.2,892,4426,0,5318,57793,> 100%
National,,All,2017-18,9,7.5,7.2,8.4,8.4,738,4044,0,4782,56692,> 100%
National,,All,2017-18,10,7.5,7.2,8,8,507,4061,0,4568,57093,> 100%
National,,All,2017-18,11,7.4,7.1,7.6,7.6,444,3853,0,4297,56326,> 100%
National,,All,2017-18,12,7.4,7.1,7.4,7.4,345,3793,0,4138,55766,> 100%
National,,All,2017-18,13,7.3,7,7.4,7.4,284,3779,0,4063,54918,> 100%
National,,All,2017-18,14,7.2,6.9,7.2,7.2,300,3698,0,3998,55294,> 100%
National,,All,2017-18,15,7.2,6.8,6.9,6.9,214,3590,0,3804,55228,> 100%
National,,All,2017-18,16,7.1,6.7,6.6,6.6,153,3430,0,3583,54038,> 100%
National,,All,2017-18,17,6.9,6.6,6.5,6.5,119,3394,0,3513,53727,> 100%
National,,All,2017-18,18,6.8,6.5,6.1,6.1,106,3198,0,3304,53741,> 100%
National,,All,2017-18,19,6.7,6.4,5.9,5.9,53,3032,0,3085,52105,> 100%
National,,All,2017-18,20,6.6,6.3,5.9,5.9,43,2955,0,2998,50618,> 100%
National,,All,2017-18,21,6.5,6.2,5.8,5.8,26,2951,0,2977,50929,> 100%
National,,All,2017-18,22,6.4,6.1,5.7,5.7,26,2905,0,2931,51045,> 100%
National,,All,2017-18,23,6.3,5.9,5.6,5.6,14,2908,0,2922,52001,> 100%
National,,All,2017-18,24,6.2,5.8,5.7,5.7,14,2935,0,2949,51387,> 100%
National,,All,2017-18,25,6,5.7,5.6,5.6,7,2865,0,2872,51044,> 100%
National,,All,2017-18,26,6,5.6,5.7,5.7,9,2868,0,2877,50855,> 100%
National,,All,2017-18,27,5.9,5.5,5.4,5.4,10,2769,0,2779,51684,> 100%
National,,All,2017-18,28,5.8,5.5,5.4,5.4,5,2781,0,2786,51191,> 100%
National,,All,2017-18,29,5.7,5.4,5.4,5.4,8,2706,0,2714,50609,> 100%
National,,All,2017-18,30,5.7,5.3,5.4,5.4,12,2700,0,2712,50274,> 100%
National,,All,2017-18,31,5.6,5.3,5.3,5.3,4,2661,0,2665,50637,> 100%
National,,All,2017-18,32,5.6,5.3,5.3,5.3,10,2673,0,2683,50967,> 100%
National,,All,2017-18,33,5.6,5.2,5.2,5.2,5,2616,0,2621,50301,> 100%
National,,All,2017-18,34,5.6,5.2,5.4,5.4,10,2713,0,2723,50459,> 100%
National,,All,2017-18,35,5.6,5.2,5.2,5.2,6,2630,0,2636,50611,> 100%
National,,All,2017-18,36,5.6,5.3,5.5,5.5,6,2749,0,2755,50299,> 100%
National,,All,2017-18,37,5.6,5.3,5.4,5.4,8,2761,0,2769,51083,> 100%
National,,All,2017-18,38,5.7,5.4,5.5,5.5,11,2819,0,2830,51583,> 100%
National,,All,2017-18,39,5.7,5.4,5.5,5.5,14,2814,0,2828,50959,> 100%
National,,All,2016-17,40,6.2,5.9,5.9,5.9,18,3026,0,3044,51411,> 100%
National,,All,2016-17,41,6.3,6,6.1,6.1,11,3194,0,3205,52143,> 100%
National,,All,2016-17,42,6.4,6.1,6.2,6.2,7,3178,0,3185,51460,> 100%
National,,All,2016-17,43,6.5,6.2,6.1,6.1,17,3130,0,3147,51876,> 100%
National,,All,2016-17,44,6.6,6.3,6,6,16,3100,0,3116,51767,> 100%
National,,All,2016-17,45,6.7,6.4,6.1,6.1,19,3208,0,3227,52542,> 100%
National,,All,2016-17,46,6.8,6.5,6,6,7,3193,0,3200,53464,> 100%
National,,All,2016-17,47,7,6.6,6.2,6.2,22,3258,0,3280,53169,> 100%
National,,All,2016-17,48,7.1,6.7,6.5,6.5,34,3516,0,3550,54607,> 100%
National,,All,2016-17,49,7.2,6.8,6.6,6.6,33,3618,0,3651,55169,> 100%
National,,All,2016-17,50,7.3,7,6.8,6.8,46,3782,0,3828,56020,> 100%
National,,All,2016-17,51,7.4,7.1,6.8,6.8,92,3739,0,3831,56754,> 100%
National,,All,2016-17,52,7.5,7.1,7.4,7.4,157,4108,0,4265,57655,> 100%
National,,All,2016-17,1,7.6,7.2,8.1,8.1,289,4558,0,4847,59763,> 100%
National,,All,2016-17,2,7.6,7.3,8,8,368,4505,0,4873,60980,> 100%
National,,All,2016-17,3,7.7,7.4,8.4,8.4,373,4621,0,4994,59293,> 100%
National,,All,2016-17,4,7.8,7.4,8.3,8.3,367,4427,0,4794,58047,> 100%
National,,All,2016-17,5,7.8,7.5,8.2,8.2,351,4452,0,4803,58432,> 100%
National,,All,2016-17,6,7.8,7.5,8.2,8.2,419,4448,0,4867,59038,> 100%
National,,All,2016-17,7,7.8,7.5,8.5,8.5,545,4419,0,4964,58479,> 100%
National,,All,2016-17,8,7.8,7.5,8.5,8.5,605,4369,0,4974,58288,> 100%
National,,All,2016-17,9,7.8,7.5,8.4,8.4,534,4260,0,4794,57256,> 100%
National,,All,2016-17,10,7.8,7.4,8.2,8.2,472,4223,0,4695,57477,> 100%
National,,All,2016-17,11,7.7,7.4,7.9,7.9,376,4100,0,4476,56656,> 100%
National,,All,2016-17,12,7.6,7.3,7.7,7.7,319,4091,0,4410,57045,> 100%
National,,All,2016-17,13,7.6,7.2,7.6,7.6,333,3887,0,4220,55703,> 100%
National,,All,2016-17,14,7.5,7.2,7.4,7.4,266,3821,0,4087,55159,> 100%
National,,All,2016-17,15,7.4,7.1,7.3,7.3,208,3776,0,3984,54861,> 100%
National,,All,2016-17,16,7.3,7,6.9,6.9,162,3489,0,3651,53070,> 100%
National,,All,2016-17,17,7.2,6.9,6.7,6.7,90,3458,0,3548,53295,> 100%
National,,All,2016-17,18,7.1,6.7,6.4,6.4,63,3308,0,3371,52657,> 100%
National,,All,2016-17,19,7,6.6,6.3,6.3,50,3216,0,3266,51985,> 100%
National,,All,2016-17,20,6.8,6.5,6.2,6.2,53,3201,0,3254,52480,> 100%
National,,All,2016-17,21,6.7,6.4,6.1,6.1,24,3091,0,3115,50972,> 100%
National,,All,2016-17,22,6.6,6.3,5.9,5.9,23,3019,0,3042,51256,> 100%
National,,All,2016-17,23,6.5,6.1,6.1,6.1,17,3127,0,3144,51418,> 100%
National,,All,2016-17,24,6.4,6,6.1,6.1,19,3069,0,3088,50797,> 100%
National,,All,2016-17,25,6.3,5.9,5.9,5.9,15,2982,0,2997,51195,> 100%
National,,All,2016-17,26,6.2,5.8,5.9,5.9,10,2954,0,2964,50617,> 100%
National,,All,2016-17,27,6.1,5.7,5.6,5.6,18,2824,0,2842,50959,> 100%
National,,All,2016-17,28,6,5.7,6.1,6.1,4,3047,0,3051,49973,> 100%
National,,All,2016-17,29,5.9,5.6,5.5,5.5,10,2755,0,2765,50127,> 100%
National,,All,2016-17,30,5.9,5.5,5.8,5.8,3,2853,0,2856,49362,> 100%
National,,All,2016-17,31,5.8,5.5,5.4,5.4,4,2695,0,2699,50087,> 100%
National,,All,2016-17,32,5.8,5.4,5.4,5.4,6,2723,0,2729,50237,> 100%
National,,All,2016-17,33,5.8,5.4,5.4,5.4,11,2689,0,2700,50185,> 100%
National,,All,2016-17,34,5.8,5.4,5.6,5.6,7,2756,0,2763,49517,> 100%
National,,All,2016-17,35,5.8,5.4,5.4,5.4,7,2716,0,2723,50832,> 100%
National,,All,2016-17,36,5.8,5.5,5.6,5.6,12,2825,0,2837,50981,> 100%
National,,All,2016-17,37,5.8,5.5,5.9,5.9,7,3021,0,3028,51694,> 100%
National,,All,2016-17,38,5.9,5.6,5.8,5.8,16,2935,0,2951,51230,> 100%
National,,All,2016-17,39,5.9,5.6,5.7,5.7,19,2888,0,2907,51343,> 100%
National,,All,2015-16,40,6.5,6.1,6.3,6.3,14,3207,0,3221,51096,> 100%
National,,All,2015-16,41,6.6,6.2,6.3,6.3,7,3145,0,3152,50038,> 100%
National,,All,2015-16,42,6.7,6.3,6.4,6.4,16,3227,0,3243,50925,> 100%
National,,All,2015-16,43,6.8,6.4,6.3,6.3,17,3171,0,3188,50483,> 100%
National,,All,2015-16,44,6.9,6.5,6.6,6.6,20,3355,0,3375,51176,> 100%
National,,All,2015-16,45,7,6.7,6.4,6.4,14,3228,0,3242,50750,> 100%
National,,All,2015-16,46,7.1,6.8,6.5,6.5,13,3358,0,3371,51812,> 100%
National,,All,2015-16,47,7.3,6.9,6.5,6.5,14,3337,0,3351,51492,> 100%
National,,All,2015-16,48,7.4,7,6.7,6.7,22,3461,0,3483,52067,> 100%
National,,All,2015-16,49,7.5,7.1,6.6,6.6,20,3537,0,3557,53752,> 100%
National,,All,2015-16,50,7.6,7.2,6.7,6.7,26,3482,0,3508,52268,> 100%
National,,All,2015-16,51,7.7,7.3,6.7,6.7,15,3535,0,3550,53213,> 100%
National,,All,2015-16,52,7.8,7.4,7.5,7.5,31,3925,0,3956,52613,> 100%
National,,All,2015-16,1,7.9,7.5,7.7,7.7,32,4246,0,4278,55863,> 100%
National,,All,2015-16,2,7.9,7.6,7.8,7.8,30,4284,0,4314,55594,> 100%
National,,All,2015-16,3,8,7.7,7.4,7.4,36,4048,0,4084,55226,> 100%
National,,All,2015-16,4,8.1,7.7,7.5,7.5,50,4116,0,4166,55664,> 100%
National,,All,2015-16,5,8.1,7.7,7.5,7.5,61,4086,0,4147,55138,> 100%
National,,All,2015-16,6,8.1,7.8,7.4,7.4,93,3991,0,4084,55460,> 100%
National,,All,2015-16,7,8.1,7.8,7.5,7.5,149,4051,0,4200,56170,> 100%
National,,All,2015-16,8,8.1,7.7,8,8,187,4232,0,4419,55201,> 100%
National,,All,2015-16,9,8.1,7.7,8.1,8.1,257,4253,0,4510,55929,> 100%
National,,All,2015-16,10,8,7.7,8.2,8.2,295,4288,0,4583,56228,> 100%
National,,All,2015-16,11,8,7.6,8.3,8.3,351,4154,0,4505,54583,> 100%
National,,All,2015-16,12,7.9,7.6,8.2,8.2,295,4194,0,4489,54811,> 100%
National,,All,2015-16,13,7.8,7.5,7.7,7.7,282,3896,0,4178,53942,> 100%
National,,All,2015-16,14,7.7,7.4,7.8,7.8,250,3945,0,4195,54071,> 100%
National,,All,2015-16,15,7.6,7.3,7.6,7.6,196,3891,0,4087,53494,> 100%
National,,All,2015-16,16,7.5,7.2,7.2,7.2,148,3684,0,3832,53162,> 100%
National,,All,2015-16,17,7.4,7.1,6.9,6.9,127,3402,0,3529,51080,> 100%
National,,All,2015-16,18,7.3,6.9,6.8,6.8,91,3403,0,3494,51282,> 100%
National,,All,2015-16,19,7.2,6.8,6.5,6.5,74,3240,0,3314,51005,> 100%
National,,All,2015-16,20,7,6.7,6.6,6.6,34,3290,0,3324,50470,> 100%
National,,All,2015-16,21,6.9,6.6,6.4,6.4,30,3199,0,3229,50491,> 100%
National,,All,2015-16,22,6.8,6.4,6.1,6.1,17,3025,0,3042,49712,> 100%
National,,All,2015-16,23,6.7,6.3,6.4,6.4,17,3175,0,3192,49917,> 100%
National,,All,2015-16,24,6.5,6.2,5.9,5.9,18,2920,0,2938,49913,> 100%
National,,All,2015-16,25,6.4,6.1,5.8,5.8,12,2876,0,2888,49623,> 100%
National,,All,2015-16,26,6.3,6,5.9,5.9,10,2915,0,2925,49753,> 100%
National,,All,2015-16,27,6.2,5.9,5.9,5.9,10,2914,0,2924,49702,> 100%
National,,All,2015-16,28,6.2,5.8,5.9,5.9,6,2926,0,2932,49637,> 100%
National,,All,2015-16,29,6.1,5.7,5.6,5.6,5,2768,0,2773,49281,> 100%
National,,All,2015-16,30,6,5.7,5.7,5.7,5,2804,0,2809,49699,> 100%
National,,All,2015-16,31,6,5.6,5.8,5.8,2,2846,0,2848,49510,> 100%
National,,All,2015-16,32,6,5.6,5.7,5.7,2,2827,0,2829,49743,> 100%
National,,All,2015-16,33,5.9,5.6,5.8,5.8,5,2867,0,2872,49812,> 100%
National,,All,2015-16,34,5.9,5.6,5.7,5.7,6,2827,0,2833,49516,> 100%
National,,All,2015-16,35,6,5.6,5.8,5.8,5,2869,0,2874,49585,> 100%
National,,All,2015-16,36,6,5.6,5.8,5.8,5,2881,0,2886,50084,> 100%
National,,All,2015-16,37,6,5.7,6.2,6.2,8,3093,0,3101,49924,> 100%
National,,All,2015-16,38,6.1,5.7,6.1,6.1,9,3017,0,3026,49889,> 100%
National,,All,2015-16,39,6.1,5.8,6,6,11,2986,0,2997,50265,> 100%
National,,All,2014-15,53,8.2,7.8,10.5,10.5,482,2290,0,2772,26477,0.56
National,,All,2014-15,1,8.3,7.9,10.8,10.8,1100,5575,0,6675,61762,> 100%
National,,All,2014-15,2,8.4,8,10.7,10.7,983,5589,0,6572,61163,> 100%
National,,All,2014-15,3,8.5,8.1,10.1,10.1,711,5184,0,5895,58646,> 100%
National,,All,2014-15,4,8.5,8.1,9.5,9.5,586,4857,0,5443,57295,> 100%
National,,All,2014-15,5,8.5,8.1,9.1,9.1,484,4740,0,5224,57363,> 100%
National,,All,2014-15,6,8.6,8.2,8.8,8.8,405,4584,0,4989,56661,> 100%
National,,All,2014-15,7,8.6,8.2,8.4,8.4,285,4502,0,4787,56670,> 100%
National,,All,2014-15,8,8.6,8.1,8.5,8.5,221,4559,0,4780,56333,> 100%
National,,All,2014-15,9,8.5,8.1,8.4,8.4,191,4545,0,4736,56506,> 100%
National,,All,2014-15,10,8.4,8,8.3,8.3,159,4447,0,4606,55739,> 100%
National,,All,2014-15,11,8.3,8,8,8,139,4196,0,4335,54455,> 100%
National,,All,2014-15,12,8.2,7.9,7.5,7.5,121,3901,0,4022,53400,> 100%
National,,All,2014-15,13,8.2,7.8,7.4,7.4,99,3844,0,3943,53206,> 100%
National,,All,2014-15,14,8.1,7.7,7.5,7.5,100,3838,0,3938,52836,> 100%
National,,All,2014-15,15,8,7.6,7.6,7.6,75,3925,0,4000,52879,> 100%
National,,All,2014-15,16,7.8,7.5,7.5,7.5,63,3808,0,3871,51623,> 100%
National,,All,2014-15,17,7.7,7.3,7.2,7.2,50,3653,0,3703,51486,> 100%
National,,All,2014-15,18,7.6,7.2,6.9,6.9,28,3550,0,3578,51690,> 100%
National,,All,2014-15,19,7.5,7.1,6.9,6.9,22,3474,0,3496,50713,> 100%
National,,All,2014-15,20,7.3,7,6.6,6.6,14,3240,0,3254,49395,> 100%
National,,All,2014-15,21,7.2,6.8,6.8,6.8,18,3373,0,3391,49845,> 100%
National,,All,2014-15,22,7.1,6.7,6.5,6.5,10,3198,0,3208,49260,> 100%
National,,All,2014-15,23,6.9,6.6,6.5,6.5,11,3215,0,3226,49812,> 100%
National,,All,2014-15,24,6.8,6.4,6.4,6.4,6,3150,0,3156,49113,> 100%
