Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
100,20,23,46,23,44,23,45,21,49,22,88,8,94,18,41,21,50,18,47,8,764,89,2,40,6,0,0
100,20,23,46,23,44,23,45,21,48,21,90,8,94,18,41,21,50,18,47,8,764,89,2,38,6,15,15
100,20,23,46,23,43,23,45,21,48,21,92,8,94,18,41,21,51,18,47,8,765,90,2,36,6,25,25
100,20,23,45,23,43,22,45,21,48,20,93,8,93,18,41,21,51,18,47,7,765,90,2,34,6,1,1
100,20,23,45,23,43,22,45,21,47,20,94,8,93,18,41,21,51,18,47,7,765,90,2,32,6,44,44
100,20,23,45,23,43,22,44,21,47,20,93,8,93,18,41,21,51,18,47,7,765,91,2,30,5,47,47
110,20,23,44,22,43,22,44,21,47,20,91,8,94,18,41,21,51,18,47,7,765,91,2,28,5,47,47
110,30,23,44,22,43,22,44,21,47,20,90,8,93,18,41,21,51,18,46,6,765,92,2,28,5,2,2
80,10,23,44,22,43,22,44,21,47,20,88,7,93,18,41,21,51,18,46,6,765,93,2,28,5,42,42
230,0,23,44,22,43,22,44,21,47,20,87,7,94,18,41,22,51,18,46,6,765,94,2,28,5,42,42
420,10,23,44,22,42,22,44,21,46,20,86,7,95,18,41,21,51,18,46,6,765,95,2,27,5,28,28
240,0,23,44,22,42,22,44,21,46,20,84,8,95,18,41,21,51,18,46,6,765,96,2,27,5,44,44
70,0,23,44,22,42,22,44,21,45,20,82,8,95,18,41,21,51,18,46,6,765,97,2,27,5,39,39
70,0,23,44,22,42,22,44,21,45,19,80,8,95,18,41,21,51,18,46,6,765,96,2,27,5,45,45
70,20,23,44,22,42,22,44,21,45,19,78,8,95,18,40,21,51,18,46,6,765,96,2,28,6,36,36
60,20,23,44,22,42,22,44,21,45,19,77,8,95,18,41,21,51,18,46,6,765,96,2,28,6,29,29
60,20,23,44,22,42,22,44,21,45,19,77,8,95,18,41,21,51,18,46,6,765,95,2,28,6,24,24
60,30,23,44,22,43,22,44,21,45,19,77,8,95,18,41,21,52,18,46,7,765,94,2,29,6,10,10
50,20,23,44,22,43,22,44,21,46,19,76,8,95,18,41,21,52,18,46,7,765,94,2,29,6,10,10
60,20,23,44,22,43,22,44,21,46,19,76,8,95,18,41,21,52,18,47,7,765,94,2,28,6,42,42
50,20,23,44,22,43,22,44,21,46,19,75,8,96,18,41,21,52,18,47,7,765,94,2,27,6,44,44
50,20,23,44,22,43,22,44,21,46,19,74,8,96,18,41,21,52,18,47,7,765,94,2,26,6,28,28
60,30,22,44,22,43,22,44,21,46,19,73,8,96,18,41,21,53,18,47,7,765,93,2,25,6,18,18
70,20,22,44,22,43,22,44,21,46,19,73,8,96,18,41,21,53,18,47,7,765,93,2,24,6,12,12
60,20,22,44,22,43,22,44,21,46,19,72,8,96,18,41,21,53,18,47,7,765,93,2,23,6,19,19
60,20,22,44,22,43,22,44,21,46,19,71,8,96,18,41,21,53,18,47,7,765,94,2,27,6,29,29
40,10,22,44,22,43,22,44,21,46,19,71,8,96,18,41,21,53,18,47,7,765,94,2,31,6,30,30
20,0,22,44,22,43,22,44,21,46,19,71,8,95,18,41,21,54,18,47,7,765,95,2,36,6,40,40
20,0,22,44,21,43,22,44,21,46,19,70,7,96,18,41,21,54,18,47,7,765,96,1,40,6,25,25
20,0,22,44,21,43,22,44,21,46,19,70,7,96,18,41,21,54,18,47,7,765,96,1,44,7,27,27
30,0,22,44,21,43,22,44,21,46,19,70,7,96,18,41,21,54,18,48,7,765,97,1,48,7,1,1
50,0,22,44,21,43,22,44,21,46,19,69,7,97,18,41,21,54,18,48,7,765,97,1,45,7,39,39
50,0,22,44,21,44,22,44,21,46,19,69,7,97,18,41,21,54,18,48,7,765,98,1,42,7,17,17
50,0,22,44,21,44,22,44,21,46,19,69,8,97,18,41,21,54,18,48,7,765,98,2,39,7,23,23
40,0,22,44,21,44,22,44,21,46,19,68,8,97,18,41,21,55,18,48,7,765,98,2,36,7,36,36
40,0,22,44,21,44,22,44,21,46,19,68,7,97,18,42,21,55,18,48,7,765,99,2,33,7,37,37
40,0,22,44,21,44,22,44,21,46,19,68,8,97,18,42,21,55,18,49,7,765,99,2,30,7,45,45
50,0,22,44,21,44,22,44,21,46,19,68,8,98,18,42,21,55,18,49,7,765,99,2,32,7,15,15
50,0,22,44,21,44,22,45,21,46,19,68,8,98,18,42,21,55,18,49,8,765,99,2,35,7,5,5
50,0,22,45,21,44,22,45,21,46,19,67,8,98,18,42,21,55,18,49,8,765,99,2,37,8,10,10
50,0,22,45,21,44,22,45,20,46,19,67,8,98,18,42,21,55,18,49,8,765,99,3,39,8,13,13
50,0,22,45,21,44,22,45,20,46,19,67,8,98,18,42,21,55,18,49,8,765,99,3,42,8,14,14
40,0,22,45,21,44,22,45,20,46,19,67,8,98,18,42,21,55,18,49,8,765,99,3,44,8,0,0
50,0,22,45,21,44,22,45,20,46,19,67,8,98,18,42,21,55,18,50,8,765,99,3,45,8,46,46
40,0,22,45,21,44,22,45,20,46,19,67,8,98,18,42,21,55,18,50,8,765,99,3,46,8,42,42
40,0,22,45,21,44,22,45,20,46,19,66,9,98,18,42,21,55,18,50,8,765,98,4,48,8,19,19
50,0,22,45,21,44,22,45,20,46,19,66,9,98,18,42,21,55,18,50,8,765,98,4,49,8,25,25
40,0,22,45,21,44,22,45,20,46,19,66,9,98,18,42,21,55,18,50,8,765,98,4,50,8,17,17
40,0,22,45,21,44,22,45,20,46,19,66,9,98,18,42,21,55,18,50,8,764,98,4,51,8,39,39
30,0,22,45,21,44,22,45,20,46,19,66,9,98,18,42,21,55,18,50,9,764,98,4,53,8,39,39
20,0,22,45,21,44,22,45,20,46,19,66,9,99,18,42,21,55,18,50,9,764,98,4,54,8,14,14
40,0,22,45,21,44,22,45,20,46,19,66,9,99,18,42,21,55,18,50,9,764,98,4,56,8,19,19
40,0,22,45,21,44,22,45,20,46,19,66,9,99,18,42,21,55,18,50,9,764,97,4,58,8,29,29
40,0,22,45,21,44,22,45,20,46,19,65,9,99,18,42,21,55,18,50,9,764,97,4,59,8,50,50
40,0,22,45,21,44,22,45,20,46,19,65,9,99,18,42,21,55,18,50,9,764,97,4,61,8,42,42
50,0,22,45,21,45,22,45,20,46,19,65,9,99,18,42,21,55,18,50,9,764,97,4,58,8,36,36
50,0,22,45,21,45,22,45,20,46,19,65,9,99,18,42,21,55,18,50,9,764,97,4,55,8,20,20
50,0,22,45,21,45,22,45,20,46,19,65,9,99,18,42,21,55,18,50,9,764,97,4,52,8,48,48
50,0,22,45,21,45,22,45,20,46,19,65,9,99,18,42,21,55,18,50,9,764,97,4,49,8,40,40
40,0,21,45,21,45,22,45,20,46,19,65,9,99,18,42,21,55,18,50,9,764,97,4,46,8,35,35
50,0,21,45,21,45,22,45,20,46,19,65,9,99,18,42,21,55,18,51,9,764,97,4,43,8,37,37
40,0,21,45,21,45,22,45,20,46,19,65,9,99,18,42,21,55,18,51,9,764,97,4,41,8,2,2
40,0,21,45,21,45,22,45,20,46,19,65,9,99,18,42,21,55,19,51,9,764,98,4,39,8,3,3
40,0,21,45,21,45,22,45,20,46,19,64,9,99,18,43,21,55,19,51,9,764,98,4,36,8,45,45
50,0,21,45,21,45,22,45,20,46,19,64,9,99,18,43,21,55,19,51,9,764,98,4,34,8,31,31
50,0,21,45,21,45,22,45,20,46,19,64,9,99,18,43,21,55,19,51,9,764,99,4,32,8,36,36
50,0,21,45,21,45,22,45,20,46,19,64,9,99,18,43,21,55,19,51,9,764,99,4,30,8,0,0
40,10,21,46,21,45,22,45,20,46,19,64,9,99,18,43,21,55,19,51,9,764,99,4,30,9,8,8
50,20,21,46,20,45,22,45,20,46,19,64,9,99,18,43,21,55,19,51,9,764,99,4,31,9,20,20
30,10,21,46,20,45,22,45,20,46,19,64,9,99,18,43,21,55,19,51,9,764,99,4,31,9,36,36
20,0,21,46,20,45,22,44,20,47,19,64,9,99,18,43,21,54,19,50,9,764,99,4,31,9,15,15
50,0,21,46,20,45,22,44,20,47,19,64,9,99,18,43,21,54,19,50,9,764,99,4,32,9,42,42
20,0,21,47,20,45,22,44,20,47,19,63,9,99,18,43,21,54,19,50,9,764,99,4,32,9,40,40
60,10,21,47,20,45,22,44,20,47,19,62,9,99,18,43,21,53,19,50,9,764,99,4,34,9,9,9
50,0,21,47,20,45,22,44,20,47,19,62,9,99,18,43,21,53,19,50,9,764,99,4,36,9,31,31
60,0,21,46,20,45,22,44,20,47,19,62,9,99,18,43,21,53,19,50,9,764,98,4,38,9,5,5
60,0,21,46,20,45,22,44,20,47,19,61,9,99,18,43,21,53,19,50,9,764,98,5,41,9,14,14
60,0,21,46,20,45,22,44,20,47,19,61,9,99,18,44,21,52,19,50,9,764,98,5,43,9,39,39
50,0,21,46,20,45,22,44,20,47,19,61,9,99,18,44,21,52,19,50,9,764,98,5,45,8,22,22
40,0,21,46,20,45,22,44,20,47,19,60,9,99,18,44,21,52,19,50,9,764,98,5,44,9,11,11
50,0,21,46,20,45,22,44,20,47,19,60,9,99,18,44,20,52,19,50,9,764,98,5,44,9,29,29
40,0,21,46,20,45,22,44,20,47,19,60,9,99,18,44,20,52,19,50,9,764,98,4,43,9,39,39
60,0,21,46,20,45,22,44,20,47,19,60,9,99,18,44,20,52,19,50,9,764,98,4,42,9,8,8
50,0,21,46,20,45,22,44,20,47,19,60,9,99,18,44,20,52,19,50,9,764,98,4,42,9,42,42
50,0,21,46,20,45,22,44,20,47,19,60,9,99,18,44,20,52,19,49,9,764,98,4,41,9,12,12
40,0,21,46,20,45,22,44,20,47,19,59,9,99,18,44,20,51,19,49,9,764,97,4,38,9,40,40
40,0,21,46,20,45,22,44,20,47,19,59,10,99,18,44,20,51,19,49,9,764,97,4,36,9,5,5
50,0,21,46,20,45,22,44,20,47,19,59,10,99,18,44,20,51,19,49,9,764,96,4,33,9,29,29
20,0,21,47,21,45,22,44,20,47,19,59,10,99,18,44,20,51,19,49,9,764,95,5,30,9,3,3
20,10,21,46,21,45,22,44,20,47,19,59,10,99,18,44,20,51,18,49,9,764,95,5,28,9,5,5
40,10,21,46,21,45,22,44,20,47,19,59,10,99,18,44,20,51,18,49,10,764,94,5,25,9,15,15
40,0,21,46,21,45,22,44,20,47,19,59,10,99,18,44,20,51,18,49,10,764,94,5,28,9,32,32
60,0,21,46,21,45,22,44,20,47,19,59,10,99,18,44,20,51,19,49,10,764,93,5,30,9,25,25
70,0,21,46,21,45,22,44,20,48,19,59,11,99,18,44,20,51,18,49,10,763,93,5,32,9,28,28
60,0,21,46,21,45,22,45,20,48,19,58,11,99,18,44,20,51,18,49,10,763,93,5,35,9,3,3
150,0,21,46,21,45,22,45,20,48,19,58,11,99,18,44,20,51,19,49,10,763,92,5,38,9,17,17
70,0,21,46,21,45,22,45,20,48,19,58,11,99,18,45,20,51,19,49,10,763,92,5,40,8,34,34
60,10,22,46,21,45,22,45,20,48,19,58,11,98,18,44,20,51,19,49,10,763,92,5,38,8,22,22
80,0,22,46,21,45,22,45,20,48,19,58,11,98,18,44,20,51,19,49,10,763,91,5,36,8,13,13
70,0,22,46,21,45,22,45,20,48,19,58,11,98,18,44,20,51,19,49,10,763,91,5,34,8,7,7
70,0,22,46,21,45,22,45,20,48,19,58,11,97,18,44,20,51,19,49,10,763,91,5,33,8,31,31
70,0,22,46,21,45,22,45,20,48,19,58,11,96,18,44,20,51,19,49,10,763,90,5,31,8,29,29
60,0,22,46,21,45,22,45,20,48,19,58,11,96,18,44,20,51,19,49,10,763,90,5,29,8,28,28
60,0,22,46,21,44,22,45,20,48,19,58,11,95,18,44,20,51,19,49,10,763,90,5,31,8,1,1
70,0,22,46,21,44,22,45,20,48,19,58,11,95,18,44,20,51,19,49,10,762,90,5,33,8,18,18
40,0,22,46,21,44,22,44,20,48,19,58,11,94,18,44,20,51,19,49,10,762,90,6,34,8,19,19
40,0,22,48,22,44,22,45,20,48,19,58,11,94,18,44,20,51,19,49,10,762,90,6,36,8,1,1
50,0,22,47,22,44,22,45,20,49,19,58,11,93,18,44,20,51,19,49,10,762,90,6,38,8,34,34
50,0,22,46,22,44,22,45,20,49,19,58,10,92,18,44,20,51,19,49,10,762,90,6,40,8,3,3
50,0,22,46,22,44,22,45,20,49,19,57,10,92,18,44,20,51,19,49,10,762,90,6,40,8,2,2
40,10,22,45,22,44,22,45,20,48,19,57,10,92,18,44,20,50,19,49,10,762,90,6,40,8,0,0
30,0,22,45,22,44,22,45,20,48,19,57,10,92,18,44,20,50,19,49,10,762,90,6,40,8,10,10
30,0,22,45,22,44,22,45,20,48,19,57,11,92,18,44,20,50,19,49,10,762,89,6,40,8,46,46
20,0,22,45,22,44,22,44,20,48,19,57,11,92,18,44,20,50,19,49,10,762,89,6,40,8,17,17
30,0,22,45,22,44,22,44,20,48,19,57,11,91,18,44,20,50,19,49,10,762,89,6,40,8,18,18
50,0,22,45,22,44,22,44,20,48,19,57,11,90,18,44,20,50,19,49,10,761,89,6,40,8,43,43
60,0,22,45,22,44,22,44,20,48,19,57,11,90,18,44,20,50,19,49,10,761,89,6,40,8,49,49
60,0,22,45,22,44,22,44,20,48,19,57,11,90,18,44,20,50,19,49,10,761,89,6,40,8,49,49
50,0,22,45,22,44,22,44,20,48,19,57,10,90,18,44,20,50,19,49,10,761,89,5,40,8,4,4
60,0,22,45,22,43,22,44,20,48,19,57,10,90,18,44,20,50,19,49,10,761,89,5,40,8,23,23
50,0,22,45,22,43,22,44,20,48,19,57,10,90,18,44,20,50,19,49,10,761,89,5,40,8,47,47
50,10,22,45,22,43,22,44,20,48,19,57,10,90,18,44,20,50,19,49,10,761,89,5,40,8,7,7
50,10,22,45,22,43,22,44,20,48,19,57,10,90,18,44,20,50,19,49,10,761,89,5,40,8,43,43
50,10,22,45,22,43,22,44,20,48,19,57,10,90,18,44,20,50,19,49,10,761,90,5,40,8,26,26
50,0,22,45,22,43,22,44,20,48,19,57,10,91,18,44,20,50,19,49,10,761,90,5,40,8,11,11
60,0,22,45,22,43,22,44,20,48,19,57,10,90,18,44,20,50,19,49,10,761,90,5,40,8,21,21
60,0,22,45,22,43,22,44,20,48,19,57,10,90,18,44,20,50,19,49,10,761,90,5,40,8,38,38
50,0,22,44,22,43,22,44,20,48,19,57,10,90,18,44,20,50,19,49,10,761,90,5,40,8,30,30
50,0,22,44,22,43,22,44,20,48,19,57,10,89,18,44,20,50,19,49,10,761,90,5,40,8,36,36
80,0,22,44,22,43,22,44,20,48,19,57,10,89,18,44,20,50,19,49,10,760,90,4,40,8,14,14
80,0,22,44,22,43,22,44,20,48,19,56,10,90,18,44,20,51,19,49,10,760,89,4,40,8,22,22
90,0,22,44,22,43,22,44,20,48,19,56,10,90,18,44,20,51,19,49,10,760,89,4,40,8,38,38
90,0,22,44,22,43,22,44,20,48,19,56,10,90,18,44,20,51,19,48,10,760,89,4,40,8,47,47
100,0,22,44,22,43,22,44,20,48,19,56,10,91,18,44,20,51,19,48,10,760,89,4,38,8,4,4
150,0,23,44,22,43,22,44,20,48,19,56,10,91,18,44,20,51,19,48,10,760,90,4,36,8,19,19
540,0,23,44,22,43,22,44,20,48,19,56,10,92,18,44,20,51,19,48,10,760,90,4,34,8,6,6
370,0,23,46,22,43,22,44,20,48,19,56,10,92,18,44,21,52,19,48,10,760,90,5,31,8,49,49
180,0,23,51,22,43,22,46,20,49,19,57,10,92,18,44,21,52,19,48,10,760,91,5,29,8,8,8
150,0,23,53,22,44,22,47,20,50,19,57,10,92,18,44,21,52,19,48,10,760,91,5,27,8,6,6
220,10,23,51,22,44,22,47,20,51,19,57,10,92,18,44,21,52,19,48,10,760,91,5,26,8,39,39
100,10,23,50,22,44,22,47,20,51,19,57,10,92,18,44,21,51,19,48,9,760,91,6,26,8,45,45
100,10,23,50,23,44,22,47,20,51,19,57,10,92,19,44,21,51,19,48,9,760,92,6,25,8,30,30
120,20,23,49,23,44,22,47,20,51,19,57,10,91,19,44,21,51,19,48,9,760,92,6,24,8,15,15
100,10,23,50,23,44,22,47,20,51,19,58,10,91,19,44,21,52,19,48,9,760,92,7,24,8,11,11
90,30,23,48,23,44,22,46,20,51,19,58,10,91,19,44,21,52,19,48,9,760,92,7,23,8,32,32
100,20,23,46,22,44,22,46,20,51,19,57,10,90,19,44,21,52,19,48,9,760,92,7,23,8,14,14
110,20,23,46,22,43,22,46,20,51,19,57,9,90,18,44,21,52,19,48,9,760,91,7,23,8,24,24
100,10,23,46,22,43,22,46,21,50,19,57,9,90,19,44,21,52,19,48,9,759,91,6,23,8,46,46
70,0,23,45,22,43,22,46,21,50,19,57,9,90,19,44,21,52,19,48,9,759,91,6,23,7,22,22
80,10,23,45,22,44,22,45,21,49,19,57,9,91,18,44,21,52,19,48,9,759,90,6,23,7,9,9
80,0,23,45,22,44,22,45,21,49,19,57,9,91,19,44,21,51,19,48,9,759,90,6,23,7,23,23
80,0,23,45,22,44,22,45,20,48,19,56,9,91,19,43,21,51,19,48,9,759,90,6,23,7,43,43
70,0,23,45,22,44,22,45,20,48,19,56,9,91,19,43,21,50,19,48,9,759,90,6,22,7,41,41
80,0,23,45,22,44,22,45,20,48,19,56,9,91,19,43,21,50,19,48,9,759,90,6,22,7,47,47
60,0,23,45,22,44,22,45,20,48,19,56,9,91,19,43,21,50,19,48,9,759,91,6,22,7,26,26
80,0,23,45,22,44,22,45,20,48,19,56,9,92,19,43,21,50,19,48,9,759,91,6,21,7,5,5
70,0,23,45,22,44,22,45,20,47,19,56,9,92,19,43,21,50,19,48,9,758,91,6,21,7,46,46
60,10,23,45,22,44,22,45,20,47,19,56,9,92,18,43,21,49,19,48,9,758,90,6,24,7,49,49
60,20,23,45,22,43,22,45,20,47,19,56,9,91,18,43,21,49,19,48,9,758,90,6,27,7,27,27
50,0,23,45,22,43,22,45,20,48,19,56,9,91,18,43,21,50,19,48,9,758,89,6,30,7,21,21
50,0,23,45,22,43,22,45,20,48,19,56,9,90,19,43,21,51,19,48,9,758,88,6,34,7,28,28
50,0,22,46,22,43,22,45,20,48,19,56,9,90,19,43,21,51,19,49,9,758,88,6,37,7,47,47
30,0,22,46,22,43,22,45,20,48,19,56,9,90,19,43,21,52,19,49,9,758,87,6,40,7,24,24
20,0,22,45,22,43,22,45,20,48,19,56,9,90,19,43,21,52,19,49,9,758,87,6,40,7,22,22
20,0,22,45,22,43,22,45,20,48,19,56,9,89,19,43,21,53,19,49,9,758,86,6,40,7,17,17
30,0,22,45,22,43,22,45,20,48,19,56,9,89,19,43,21,53,19,49,9,758,86,6,40,7,3,3
40,0,22,45,22,43,22,45,20,48,19,56,9,89,19,43,21,53,19,49,9,758,86,5,40,7,29,29
50,0,22,45,22,44,22,45,20,48,19,56,9,89,19,43,21,53,19,49,9,757,85,5,40,7,9,9
60,0,22,45,22,44,23,45,20,48,19,56,9,89,19,43,21,53,19,49,9,757,85,5,40,7,42,42
50,0,22,45,22,44,23,45,20,48,19,56,9,89,19,43,21,54,19,49,9,757,85,5,40,7,14,14
40,0,22,45,22,44,23,45,20,48,19,56,9,88,19,43,21,54,19,49,9,757,85,5,40,7,40,40
50,0,22,45,22,44,23,45,20,48,19,56,10,88,19,43,21,54,19,49,9,757,84,5,40,7,36,36
40,0,22,45,22,44,23,45,20,48,19,56,10,88,19,43,21,54,19,50,10,757,84,5,40,7,42,42
50,0,22,45,22,44,23,45,20,48,19,56,10,87,19,43,21,54,19,50,10,757,84,5,40,7,25,25
40,0,22,45,22,44,23,45,20,48,19,56,10,87,19,43,21,54,19,50,10,757,84,5,40,7,48,48
50,0,22,45,21,44,23,45,20,48,19,56,10,87,19,43,21,55,19,50,9,757,84,5,40,7,4,4
50,0,22,45,21,44,23,45,20,48,19,56,10,87,19,43,21,55,19,50,9,757,85,5,40,7,32,32
50,0,22,45,21,44,23,45,20,47,19,56,10,86,19,43,21,55,19,50,9,756,86,5,40,7,42,42
50,0,22,45,21,44,23,45,20,47,19,56,10,85,19,43,21,55,19,50,9,756,86,5,40,7,28,28
40,0,22,45,21,44,23,45,20,47,19,56,9,85,19,43,21,55,19,50,9,756,86,5,40,7,29,29
40,0,22,45,21,44,23,45,20,47,19,56,9,86,19,43,21,56,19,50,9,756,87,5,40,7,47,47
40,0,22,45,21,44,23,45,20,47,19,56,9,87,19,43,21,56,19,50,9,756,87,5,40,7,15,15
40,0,22,46,21,44,23,45,20,47,19,56,9,88,19,43,21,56,19,50,9,756,86,5,40,7,24,24
50,0,22,46,21,44,23,45,20,47,19,56,9,88,19,43,21,56,19,50,9,756,86,4,40,7,41,41
50,0,22,46,21,44,22,45,20,47,19,56,9,87,19,43,21,56,19,50,9,756,86,4,40,7,8,8
50,0,22,46,21,44,22,45,20,47,19,56,9,87,19,43,21,56,19,50,9,756,85,4,40,7,47,47
50,0,22,46,21,44,23,45,20,47,19,56,9,86,19,43,21,56,19,50,9,756,85,4,40,7,9,9
40,0,22,46,21,44,23,45,20,47,19,56,9,86,19,43,21,56,19,50,9,756,85,4,40,7,15,15
50,0,22,46,21,44,23,45,20,47,19,56,9,86,19,43,21,56,19,50,9,756,84,5,40,7,13,13
40,0,22,46,21,44,23,45,20,47,19,56,9,86,19,43,21,55,19,50,9,755,84,5,40,7,6,6
40,0,22,46,21,44,23,45,20,47,19,56,9,86,19,43,21,55,19,50,9,755,84,5,40,7,4,4
50,0,22,46,21,44,23,45,20,47,19,56,9,86,19,43,21,55,19,50,9,755,83,6,40,7,2,2
30,0,22,46,21,44,23,45,20,47,19,56,9,85,19,43,21,55,19,50,9,755,83,6,40,6,46,46
30,0,22,46,21,44,23,45,20,47,19,56,9,85,19,43,21,55,19,50,9,755,83,6,40,6,37,37
30,0,22,46,21,44,23,45,20,47,19,56,9,86,19,43,21,55,19,50,9,755,83,6,40,6,14,14
40,0,22,46,21,44,23,45,20,47,19,56,9,86,19,43,21,55,19,50,9,755,84,6,40,6,18,18
50,0,22,46,21,44,23,45,20,47,19,56,9,86,19,43,21,55,19,50,9,755,84,7,40,6,43,43
40,0,21,46,21,44,23,45,20,47,19,56,9,86,19,43,21,55,19,50,9,755,84,7,40,6,39,39
40,0,21,46,21,44,22,45,20,47,19,56,9,86,19,43,21,55,19,50,9,755,84,7,40,6,50,50
50,0,21,46,21,44,22,45,20,47,19,56,9,86,19,43,21,55,19,50,9,755,84,7,40,6,49,49
40,0,21,46,21,44,22,45,20,47,19,56,8,87,19,43,21,55,19,50,9,754,84,7,40,6,17,17
50,0,21,46,21,44,22,45,20,47,19,56,8,87,19,43,21,55,19,50,9,754,84,6,40,6,45,45
50,0,21,46,21,44,22,45,20,47,19,56,8,87,19,43,21,55,19,50,9,754,84,6,40,6,32,32
50,0,21,46,21,44,22,45,20,47,19,56,8,87,19,43,21,55,19,50,9,754,84,6,40,6,15,15
50,0,21,46,21,44,22,45,20,47,19,56,8,87,19,43,21,55,19,50,9,754,84,6,40,6,14,14
50,0,21,46,21,44,22,45,20,47,19,56,8,87,19,43,21,54,19,50,9,754,84,6,40,6,3,3
40,0,21,46,21,44,22,45,20,47,19,56,8,87,19,43,21,54,19,51,9,754,85,6,40,6,50,50
40,0,21,46,21,44,22,45,20,47,19,56,8,87,19,43,21,54,19,51,9,754,85,6,40,6,48,48
50,0,21,46,21,44,22,45,20,47,19,55,8,87,19,43,21,54,19,51,9,754,85,6,40,6,7,7
40,0,21,46,21,44,22,45,20,47,19,55,8,88,19,43,21,54,19,51,9,754,86,6,40,6,48,48
50,0,21,46,21,44,22,45,20,47,19,55,8,87,19,43,21,54,19,51,8,754,86,6,40,6,44,44
50,0,21,46,21,44,22,45,20,47,19,55,8,88,19,42,21,54,19,51,8,754,86,6,38,6,12,12
60,0,21,46,21,44,22,45,20,47,19,55,8,88,19,42,21,54,19,51,8,754,87,6,36,6,40,40
40,0,21,46,21,44,22,45,20,47,19,55,7,89,19,42,21,54,19,51,8,754,88,6,34,6,46,46
50,0,21,46,21,44,22,45,20,47,19,55,7,90,19,42,21,54,19,51,8,754,88,6,33,6,41,41
40,0,21,46,21,44,22,45,20,47,19,55,7,91,19,42,21,54,19,51,8,754,88,6,31,6,43,43
40,0,21,46,21,44,22,45,19,47,19,55,7,92,19,42,21,54,19,51,8,754,89,6,29,6,42,42
40,0,21,46,20,44,22,45,19,47,19,55,7,93,19,42,21,54,19,51,8,754,88,6,31,6,39,39
40,0,21,46,20,44,22,45,19,47,19,55,7,93,19,42,20,54,19,51,8,754,88,6,33,6,37,37
50,0,21,46,20,44,22,45,19,47,19,55,7,93,19,42,20,54,19,51,8,754,88,6,34,6,14,14
50,0,21,46,20,44,22,45,19,47,19,55,8,93,19,42,20,54,19,51,8,754,87,6,36,6,36,36
50,0,21,46,20,44,22,45,19,47,19,55,8,93,19,42,21,54,19,51,8,754,86,6,38,6,27,27
50,0,21,46,20,44,22,45,19,47,19,55,8,92,19,42,21,54,19,51,8,754,86,6,40,6,9,9
60,10,21,46,20,44,22,45,19,47,19,55,8,91,19,42,21,54,19,51,8,754,86,6,40,6,18,18
20,0,21,46,20,44,22,45,19,47,19,55,8,90,19,42,21,54,19,51,8,754,85,6,40,6,34,34
20,0,21,46,20,44,22,45,19,46,19,55,8,89,19,42,21,54,19,51,8,754,85,6,40,6,41,41
30,0,21,46,20,44,22,45,19,46,19,55,8,88,18,42,21,53,19,50,8,754,85,7,40,6,18,18
40,10,21,46,20,44,22,45,19,46,19,54,8,87,18,42,20,53,19,50,8,754,84,7,40,6,21,21
50,20,21,46,20,44,22,44,19,46,19,54,9,86,18,42,20,53,19,50,8,754,84,7,40,6,50,50
60,0,21,46,20,44,22,45,19,46,19,54,9,85,18,42,20,53,19,49,9,753,84,7,40,6,43,43
60,0,21,46,20,44,22,45,19,46,19,54,9,85,18,42,20,52,19,49,9,753,84,7,40,6,38,38
60,0,21,45,20,44,22,44,19,47,19,54,9,84,18,42,20,52,19,49,9,753,84,6,40,6,25,25
60,10,21,45,20,44,22,44,19,47,19,54,9,84,18,42,20,52,19,49,9,753,83,6,40,6,40,40
40,0,21,45,20,44,22,44,20,47,19,54,9,83,18,42,20,52,19,49,9,753,83,6,40,6,6,6
50,0,21,45,20,44,22,44,20,47,19,54,9,83,18,41,20,52,19,48,9,753,83,6,40,6,1,1
40,0,21,45,20,44,22,44,20,46,19,54,9,81,18,41,20,52,19,48,9,753,82,6,40,6,43,43
50,0,21,45,20,44,22,44,20,46,19,62,10,80,18,41,20,51,19,48,9,753,81,7,40,6,5,5
60,0,21,45,20,44,22,44,20,46,22,87,10,79,18,41,20,51,19,48,9,752,80,8,40,6,31,31
60,0,21,45,20,44,22,44,20,46,23,85,10,78,18,41,20,51,19,48,10,752,80,8,40,6,8,8
70,0,21,45,20,44,22,44,20,46,22,90,10,77,18,41,20,52,19,48,10,752,79,8,40,6,13,13
70,0,21,45,20,44,22,44,20,46,21,93,11,75,18,41,20,52,19,48,10,752,78,9,40,6,14,14
70,0,21,45,20,44,22,44,20,46,21,94,11,73,18,41,21,52,19,48,10,752,78,9,40,6,11,11
90,0,21,45,20,44,22,44,20,46,21,95,11,73,18,41,21,52,19,48,10,752,77,9,40,6,14,14
80,0,21,45,20,44,22,44,20,46,20,95,11,72,19,41,21,52,19,48,10,752,77,10,40,6,9,9
80,0,21,45,20,44,22,44,20,47,20,96,11,72,19,41,21,52,19,48,10,752,77,10,40,6,37,37
70,0,21,45,20,44,22,44,20,47,20,96,11,72,19,41,21,52,19,48,10,751,76,10,40,6,25,25
60,0,21,45,20,44,22,44,20,47,20,96,11,72,19,41,21,52,19,47,10,751,76,10,40,6,20,20
